Handle,Title,Vendor,Type,Tags,Variant Price,Variant Compare At Price,Cost per item,Shipping Destination,Status,Discount %,Margin %,Auto_Category,Text_Cluster
cansnow-womens-watch-luxury-fashion-rose-gold-bangle-bracelet-watch-women-dress-clock-female-lady-saati-girls-wristwatch-relojes-126597792093-dnn46,Cansnow Womens Gold Bangle Bracelet Watch Luxury Quartz Cage Dress Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"cage cuff, dress watch, gold bangle, luxury jewelry, Nigeria, quartz bracelet, stainless steel, women watch, wristwatch",10.99,15.99,3.76,Nigeria,active,31.3,65.8,Watches,9
fashion-womens-gold-watch-bangle-bracelet-stainless-steel-luxury-watches-for-women-ladies-quartz-wristwatch-relogio-126597792093-3sasn,Women Gold Crystal Square Bangle Watch Stainless Steel Quartz Wristwatch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"black dial, bracelet watch, fashion jewelry, gold crystal, Nigeria, quartz wristwatch, square dial, stainless steel, women bangle watch",10.99,15.99,3.63,Nigeria,active,31.3,67.0,Watches,9
women-casual-shoes-fashion-breathable-walking-mesh-flat-shoes-sneakers-women-2021-gym-vulcanized-shoes-white-female-footwear-126597792093-mxdpr,Women White Breathable Mesh Walking Sneakers Casual Lightweight Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable sneakers, casual shoes, Egypy, gym shoes, lightweight shoes, mesh sneakers, walking shoes, white shoes, women sneakers",24.99,36.99,12.1,Unspecified,active,32.4,51.6,Footwear,1
8pcs-soft-fluffy-makeup-brushes-set-kabuki-blending-foundation-blush-powder-eyeshadow-beauty-tools-for-cosmetics-126597792093-sa6pe,8Pcs Soft Fluffy Makeup Brushes Set Kabuki Blending Foundation Blush Powder Eyeshadow Beauty Tools for Cosmetics,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"beauty, beauty tools, blush brush, cosmetic set, eyeshadow brush, foundation brush, kabuki brush, makeup brushes, powder brush, UK shipping",5.99,8.99,1.2,UK,active,33.4,80.0,Other,10
16-colors-pearlescent-eyeliner-color-glitter-waterproof-long-lasting-eye-makeup-non-smudge-eyeliner-126597792093-hbmpa,"16 Colors Pearlescent Eyeliner, Color Glitter Waterproof Long-Lasting Eye Makeup Non-smudge Eyeliner",THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"beauty, colored eyeliner, DNM eyeliner, eye cosmetics, gel liner, glitter makeup, multicolor makeup, pearlescent eyeliner, smoky eye, UK shipping, waterproof liner, winged liner",5.99,8.99,1.22,Unspecified,active,33.4,79.6,Other,10
tear-off-pull-line-eyebrow-pencil-not-sharpen-need-eyebrow-pencil-natural-color-rendering-sweat-proof-and-smudge-proof-eyebro-126597792093-6yi42,Tear Off Pull Line Eyebrow Pencil Sweat Proof Smudge Proof No Sharpening Needed,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"beauty, coloured soft pencil, eyebrow makeup, natural color rendering, no sharpen eyebrow, pull line brow pencil, smudge proof makeup, sweat proof brow, tear off eyebrow pencil, UK shipping",5.99,8.99,1.3,UK,active,33.4,78.3,Other,10
xiaomi-redmi-10a-sky-blue-unlocked-32gb-grade-b,"Xiaomi Redmi 10A – Sky Blue (Unlocked, 32GB) | Grade B",THE SEAMARK GLOBAL INNOVATIONS LIMITED,Smartphones,"13MP Camera, 32GB Storage, Budget Phone, Grade B, HD Display, local-shop, Nigeria, Sky Blue, Smartphone, Unlocked, Unlocked Phone, Xiaomi, Xiaomi Redmi 10A",100.89,,,Nigeria,active,,,Smartphones,10
xiaomi-redmi-note-11-pro-grey-128gb-good-condition,Xiaomi Redmi Note 11 Pro – Grey (128GB) | Good Condition,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Smartphones,"11 Pro, 120Hz, 128GB, AMOLED, Good Condition, Grey, Helio G96, local-shop, Nigeria, Redmi, Redmi Note, Smartphone, Unlocked, Xiaomi",109.99,,,Nigeria,active,,,Smartphones,10
sky-blue34-80-85kg-2026-new-business-mens-jeans-casual-straight-stretch-fashion-classic-blue-black-work-denim-pant-trousers-male-clothing-126597792093-8ccrv,Men's Business Straight Stretch Jeans Classic Sky Blue Work Denim Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"Blue Denim, Business Jeans, Casual Pants, Denim Trousers, Male Clothing, Straight Fit, Stretch Denim, USA, Work Pants",19.99,29.99,8.53,USA,active,33.3,57.3,Apparel,5
sky-blue34-80-85kg-2026-new-business-mens-jeans-casual-straight-stretch-fashion-classic-blue-black-work-denim-pant-trousers-male-clothing-126597792093-nxo8r,Men's Casual Straight Stretch Business Jeans Sky Blue Denim Work Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"Blue Jeans, Business Wear, Casual Pants, Male Clothing, Straight Fit, Stretch Denim, Summer Denim, USA, Work Trousers",20.99,30.99,8.54,USA,active,32.3,59.3,Apparel,5
black110cm-trend-rivet-belt-heavy-metal-belt-men-women-punk-nightclub-rock-style-belt-jeans-belt-y2k-belt-fashion-decoration-women-belt-126597792093-rbvki,Rivet Heavy Metal Belt Unisex Punk Rock Y2K Jeans Belt Black 110cm,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black belt, heavy metal, jeans belt, leather belt, nightclub wear, punk style, pyramid studs, rivet belt, studded belt, USA, y2k fashion",8.99,12.99,2.71,USA,active,30.8,69.9,Apparel,7
35picture-color-2025-new-business-mens-jeans-casual-comfortable-straight-stretch-fashion-male-classic-premium-blue-black-denim-trousers-126597792093-op9wg,Men's Premium Straight Stretch Business Jeans Classic Blue Black Denim Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"business casual, classic blue, comfortable jeans, elastic pants, fashion wear, male trousers, men jeans, premium denim, straight fit trousers, stretch denim, USA",18.99,27.99,7.68,USA,active,32.2,59.6,Apparel,5
light-blue36-spring-mens-light-blue-slim-jeans-stylish-casual-stretch-fabric-denim-pants-classic-trousers-smoke-gray-126597792093-xayir,Light blue/36 - Spring Men's Light Blue Slim Jeans Stylish Casual Stretch Fabric Denim Pants Classic Trousers Smoke Gray,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"business casual, casual trousers, cotton blend, denim pants, light blue jeans, men jeans, straight fit, stretch fabric, USA",38.99,58.99,17.98,USA,active,33.9,53.9,Apparel,5
black4xl-summer-soft-lyocell-fabric-mens-jeans-thin-loose-straight-pants-drawstring-elastic-waist-korea-casual-trousers-plus-size-m-5xl-126597792093-66q4g,Men's Soft Lyocell Summer Jeans Loose Straight Drawstring Elastic Waist Plus Size,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black pants, casual wear, drawstring waist, lyocell fabric, men trousers, plus size, straight fit, streetwear, summer pants, USA",27.99,40.99,12.14,USA,active,31.7,56.6,Apparel,5
30black-spring-autumn-vintage-black-business-jeans-men-casual-straight-stretch-classic-work-denim-trousers-korean-comfortable-brand-pant-126597792093-qsxw2,Men's Vintage Black Business Jeans Straight Stretch Classic Work Denim Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black denim, brand pants, business pants, casual trousers, mens jeans, spring autumn, straight fit, stretch denim, USA, vintage style, work wear",25.99,37.99,11.05,USA,active,31.6,57.5,Apparel,5
white-bluexxxl-new-streetwear-loose-jeans-men-korean-style-fashion-loose-straight-wide-leg-pants-mens-brand-clothing-black-light-blue-126597792093-wsame,Men's Streetwear Loose Wide Leg Jeans Korean Style Light Blue Straight Pants,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"casual denim, cotton blend, korean style, leisure wear, loose jeans, mens fashion, mens-clothing, straight fit, streetwear, USA Shipping Profile, wide leg pants",35.99,53.99,16.33,Unspecified,active,33.3,54.6,Apparel,5
silver60cm-men-personality-star-charm-layered-street-style-pant-jeans-chain-belt-women-punk-pentagram-decorative-belt-126597792093-hqwqx,Silver/60cm - Men personality Star Charm Layered Street Style Pant Jeans Chain Belt women Punk pentagram decorative belt,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"chain belt, decorative belt, jeans chain, layered chain, pant chain, pentagram charm, punk fashion, silver accessory, star charm, street style, USA",5.99,8.99,1.41,USA,active,33.4,76.5,Apparel,7
style-2-unisex-hip-hop-punk-rock-metal-waist-chain-pants-key-ring-trousers-chain-wallet-accessory-jeans-jewelry-gift-for-men-and-women-126597792093-tg5dd,Unisex Hip Hop Punk Metal Waist Chain Trousers Wallet Chain Jeans Accessory,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"hip hop, jeans jewelry, metal chain, pocket chain, punk rock, spike chain, trousers chain, unisex gift, USA, waist chain, wallet chain",8.99,12.99,2.78,USA,active,30.8,69.1,Apparel,7
gold130cm-new-stylish-y2k-hollow-fashion-punk-belttrendy-accessory-for-ideal-giftsversatile-for-jeans-dress-casual-wearfor-men-women-126597792093-ehz83,Y2K Hollow Punk Belt Gold 130cm Unisex Trendy Accessory For Jeans And Dresses,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"Double Eyelet, Flame Buckle, Hollow Belt, Punk Belt, Streetwear, Tribal Buckle, Unisex Accessory, USA, Y2K Belt",8.99,12.99,2.82,USA,active,30.8,68.6,Apparel,7
black105cm-mens-punk-style-rivet-decorated-heavy-metal-belt-women-casual-fashion-jeans-decorative-belt-rock-gothic-y2k-belts-for-men-women-126597792093-2rxgs,Punk Rivet Heavy Metal Belt Unisex Rock Gothic Y2K Jeans Belt Black 105cm,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"cone studs, gothic belt, heavy metal, jeans belt, punk belt, pyramid spikes, rivet belt, rock belt, spiked belt, USA, y2k fashion",8.99,12.99,2.59,USA,active,30.8,71.2,Apparel,7
silver-men-personality-star-charm-layered-street-style-pant-jeans-chain-belt-women-punk-pentagram-decorative-belt-126597792093-br1ya,Silver - Men personality Star Charm Layered Street Style Pant Jeans Chain Belt women Punk pentagram decorative belt,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"decorative hip chain, denim accessory, layered jeans belt, pant chain, pentagram belt, punk street style, Silver star chain, unisex fashion, USA",5.99,7.99,1.16,USA,active,25.0,80.6,Apparel,7
silver-men-personality-star-charm-layered-street-style-pant-jeans-chain-belt-women-punk-pentagram-decorative-belt-126597792093-wobqi,Silver - Men personality Star Charm Layered Street Style Pant Jeans Chain Belt women Punk pentagram decorative belt,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"charm chain, denim accessories, layered jeans chain, pant decoration, punk streetwear, silver waist chain, star chain belt, street style belt, USA",5.99,7.99,1.16,USA,active,25.0,80.6,Apparel,7
silver-color-punk-pants-chains-belt-chain-for-man-women-jean-trousers-chains-goth-jewelry-gothic-emo-scene-accessories-126597792093-z4sqb,Punk Pants Chain Belt Unisex Goth Emo Trousers Jewellery Silver,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"belt chain, emo fashion, goth accessories, hip hop, jeans chain, pants chain, punk jewelry, silver chain, spiked chain, USA",6.99,9.99,1.67,USA,active,30.0,76.1,Apparel,7
image-colorxxl-2025-new-streetwear-loose-jeans-men-korean-style-fashion-loose-straight-wide-leg-pants-mens-brand-clothing-black-light-blue-126597792093-emshs,Men's Streetwear Loose Straight Jeans Korean Wide Leg Pants Black Light Blue,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"Black, Brand Clothing, Casual Wear, Korean Style, Leisure Pants, Loose Jeans, Men Pants, Streetwear, USA, Wide Leg Pants",20.99,30.99,8.7,USA,active,32.3,58.6,Apparel,5
image-colorxxl-2025-new-streetwear-loose-jeans-men-korean-style-fashion-loose-straight-wide-leg-pants-mens-brand-clothing-black-light-blue-126597792093-henv9,Men's Korean Streetwear Wide Leg Loose Jeans Straight Denim Pants XXL,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black pants, casual wear, korean style, leisure wear, loose fit, loose jeans, men fashion, straight pants, streetwear, USA, wide leg pants",20.99,30.99,8.7,USA,active,32.3,58.6,Apparel,5
black105cm-new-women-belt-high-quality-luxury-brand-punk-goth-rivet-black-jeans-unisex-men-belt-paw-skull-buckle-belt-unisex-waist-belt-126597792093-dds31,Punk Goth Rivet Belt Paw Skull Buckle Unisex Black Jeans Waist Belt 105cm,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black jeans, designer belt, goth belt, paw buckle, punk belt, rivet belt, skull buckle, unisex waist, USA",7.99,11.99,2.5,USA,active,33.4,68.7,Apparel,7
as-picture-hip-hop-punk-rock-metal-pants-waist-chain-men-women-key-chain-trousers-chain-wallet-keychain-jeans-unisex-hip-hop-jewelry-gift-126597792093-r701r,Hip Hop Punk Metal Waist Chain Unisex Trousers Wallet Keychain Jeans Jewellery,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"gothic jewelry, hip hop jewelry, jeans chain, keychain, metal chain, pants accessory, punk chain, unisex accessory, USA, waist chain, wallet chain",7.99,11.99,2.38,USA,active,33.4,70.2,Apparel,7
black36-2025-spring-new-mens-slim-fit-classic-skinny-jeans-casual-street-style-casual-mens-skinny-jeans-male-slim-fit-pencil-denim-blue-126597792093-evh5b,Men's Slim Fit Classic Skinny Jeans Casual Street Style Pencil Denim Black,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"black denim, casual street style, casual wear, hip hop fashion, male jeans, mens skinny jeans, slim fit denim, stretch pencil, USA",22.99,34.99,9.87,USA,active,34.3,57.1,Apparel,5
white110cm-retro-mens-belt-bohemian-style-fashion-personalized-belt-for-men-women-punk-rock-y2k-belts-for-jeans-dresses-casual-wear-126597792093-untga,Retro Bohemian Belt White 110cm Unisex Punk Rock Y2K Belt For Jeans And Dresses,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"bohemian belt, casual wear, egypt, gothic buckle, mens-clothing, punk rock, retro style, skull studs, UK shipping, USA Shipping Profile, white belt, y2k fashion",15.99,22.99,6.04,Unspecified,active,30.4,62.2,Apparel,7
image-color30-men-fashion-straight-jeans-mens-2026-new-stretch-slim-fit-pants-comfortable-soft-business-denim-trousers-male-brand-clothing-126597792093-iydzo,Men's Straight Stretch Slim Fit Jeans Soft Comfortable Business Denim Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"business casual, casual wear, denim trousers, men jeans, mens fashion, mens-clothing, slim fit, soft denim, straight jeans, stretch denim, USA Shipping Profile",17.99,25.99,7.11,Unspecified,active,30.8,60.5,Apparel,5
34-80-85kgsky-blue-2026-new-business-mens-jeans-casual-straight-stretch-fashion-classic-blue-black-work-denim-pant-trousers-male-clothing-126597792093-rsfwi,Men's Business Jeans Casual Straight Stretch Sky Blue Work Denim Trousers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Unknown,"blue jeans, business casual, casual trousers, fashion denim, mens jeans, mens-clothing, straight cut, stretch denim, summer pants, USA Shipping Profile, work pants",21.99,32.99,9.46,Unspecified,active,33.3,57.0,Apparel,5
xiaomi-11-lite-unlocked-128gb-very-good-grade,Xiaomi 11 Lite – Unlocked (128GB) | Very Good Grade,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Mobile Phones,"128GB, android, electronics, local-shop, mobile device, Refurbished Phone, slim phone, smart-gadgets, Unlocked Smartphone, very good condition, Very Good Grade, Xiaomi, xiaomi 11 lite",80.0,129.99,,Worldwide,active,38.5,,Smartphones,10
30x50cm-black-pet-feeding-mat-absorbent-pet-placemat-rubber-backing-quick-dry-water-mat-for-dog-cat-for-food-and-water-bowl-with-waterproof-126597792093-qdgxs,Absorbent Pet Feeding Mat 30x50cm Black Waterproof Rubber Backed Dog Cat Placemat,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Pet Supplies,"absorbent pet mat, cat water mat, dog placemat, leak proof bowl mat, pet accessories, pet feeding mat, quick dry mat, rubber backing mat, waterproof placemat",8.99,13.99,2.97,Unspecified,active,35.7,67.0,Pet Supplies,10
m-automatic-drinking-love-pet-bowl-moisture-proof-cat-bowl-dog-basin-dual-use-multi-functional-drinking-and-feeding-126597792093-nuppr,M - Automatic Drinking Love Pet Bowl Moisture-proof Cat Bowl Dog Basin Dual-use Multi-functional Drinking And Feeding,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Pet Supplies,"cat bowl, corner bowl, dog bowl, dual use, feeding basin, pet bowl, pet feeder, pet supplies, water dispenser",8.99,13.99,2.98,Unspecified,active,35.7,66.9,Pet Supplies,10
baby-blue-pink1pc-pink-blue-cherry-blossom-embroidery-cat-collar-with-bell-safety-breakaway-buckle-pet-accessory-for-kitten-puppy-126597792093-qr1nt,Cherry Blossom Embroidered Cat Collar With Bell Safety Breakaway Buckle Pink Blue,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Pet Supplies,"bell collar, breakaway buckle, cat collar, cherry blossom, embroidery collar, floral design, kitten collar, pet accessory, puppy collar",4.99,6.99,0.8,Unspecified,active,28.6,84.0,Pet Supplies,10
s-cat-tunnel-tube-foldable-cat-toys-kitty-training-interactive-fun-toy-tunnel-bored-for-puppy-kitten-pet-supplies-cat-accessories-126597792093-jqrge,Foldable Cat Tunnel Tube Interactive Play Toy For Kittens And Puppies Small,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Pet Supplies,"cat tunnel, collapsible tube, foldable pet toy, interactive cat toy, kitten tunnel, pet exercise, puppy toy, rainbow tunnel",13.99,19.99,5.13,Unspecified,active,30.0,63.3,Pet Supplies,3
s16990-mrpaper-6-styles-plastic-stackable-foldable-stationary-holder-simple-cute-student-office-desktop-storage-stationery-organizer-126597792093-yl8gm,Mr.paper Stackable Foldable Stationery Holder Cute Desktop Storage Organiser,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Office Supplies,"desk organizer, desk storage, foldable box, foldable storage, office supplies, plastic crate, stationery holder, stationery organizer",6.99,9.99,1.64,Unspecified,active,30.0,76.5,Office Supplies,10
12-pcs-set-a-6pcs-and-6refills-glue-pen-candy-color-quick-dry-dot-glue-sticks-high-viscosity-dispensing-pen-cute-paper-glue-school-stationary-126597792093-qgnml,Quick Dry Dot Glue Pen Set 6 Pens And 6 Refills Candy Colour School Stationery,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Office Supplies,"Candy Color, Crafting Supplies, Dispensing Pen, Dot Glue, Glue Pen, Paper Glue, Quick Dry, Refill Sticks, School Stationery",6.99,9.99,1.65,Unspecified,active,30.0,76.4,Office Supplies,10
black-a4-file-folder-clipboard-writing-pad-memo-clip-board-clips-test-paper-storage-organizer-school-supplies-office-stationary-126597792093-pjmgl,A4 Clipboard File Folder Black Writing Pad Memo Clip Board Office Stationery,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Office Supplies,"a4 clipboard, black clipboard, clipboard, document holder, file organizer, memo clip, office supplies, school supplies, stationery, writing pad",9.99,14.99,3.28,Unspecified,active,33.4,67.2,Office Supplies,10
